胜利油田首个“风光热储”新能源技术示范工程并网发电,https://news.solarbe.com/202101/28/334391.html,大众日报,风光热储光伏装机量电站并网,2021-01-28
龙源电力签订辽中区40万千瓦光伏项目协议,https://news.solarbe.com/202101/25/334275.html,国家能源投资集团有限责任公司,龙源电力光伏发电光伏项目,2021-01-25
广东惠州建设90兆瓦光伏发电项目，年发电量为1亿度，投资3.6亿元,https://news.solarbe.com/202101/25/334256.html,南粤特搜,广东光伏发电光伏项目,2021-01-25
1000kg/日 广东佛山首座氢电光伏发电综合站试运行,https://news.solarbe.com/202101/21/334160.html,佛山日报,光伏制氢氢能广东光伏市场,2021-01-21
2020年达拉特光伏发电应用领跑基地一期项目实现产值3.47亿元,https://news.solarbe.com/202101/21/334136.html,达拉特发布,领跑者光伏奖励基地达拉特领跑者,2021-01-21
总投资24亿！华能集团签约河南洛阳光伏及风电项目均不低于200MW,https://news.solarbe.com/202101/19/334094.html,洛阳网,华能集团光伏项目河南光伏市场,2021-01-19
靖远煤电与国家电投、上海核工程设计院签署1GW农光互补项目合作协议,https://news.solarbe.com/202101/19/334093.html,靖远煤电,国家电投农光互补靖远煤电,2021-01-19
国内最大沙漠集中式光伏发电基地在达拉特并网,https://news.solarbe.com/202101/19/334082.html,内蒙古日报,达拉特光伏领跑基地电站并网光伏装机量,2021-01-19
大唐两个渔光互补光伏项目实现全容量发电,https://news.solarbe.com/202101/18/334065.html,中国电建集团,大唐渔光互补电站并网,2021-01-18
52.8亿元新型高效光伏电池及组件项目落户江苏金坛,https://news.solarbe.com/202101/18/334061.html,常州日报,高效组件光伏投资江苏光伏市场,2021-01-18
合计3.85GW！华能与四川阿坝县签约4个光伏基地项目,https://news.solarbe.com/202101/18/334035.html,阿坝县人民政府,华能光伏项目四川光伏市场,2021-01-18
甘肃玉门单体最大光伏项目并网发电,https://news.solarbe.com/202101/15/333998.html,兰州新闻网,光伏并网光伏项目甘肃光伏市场,2021-01-15
贵州黔西南州2020年19个全国竞价光伏项目 全部并网发电,https://news.solarbe.com/202101/15/333995.html,中国黔西南,光伏项目光伏项目并网贵州光伏市场,2021-01-15
分布式光伏项目可申请 北京丰台区公开征集2020年节能发展专项资金支持项目,https://news.solarbe.com/202101/15/333992.html,北京市丰台区发改委,分布式光伏光伏项目北京光伏市场,2021-01-15
博茨瓦纳将建200MW光热发电项目 采购工作即将开始,https://news.solarbe.com/202101/15/333983.html,CSPPLAZA光热发电平台,光热发电光热项目海外光伏市场,2021-01-15
江西佳银50吨太阳能银浆项目正式投产,https://news.solarbe.com/202101/12/333900.html,南昌临空经济区,江西佳银银浆光伏企业,2021-01-12
河北南宫100MW农光互补光伏项目并网,https://news.solarbe.com/202101/12/333889.html,中国能建,农光互补中国能建光伏项目并网,2021-01-12
海南首个“光储充检修”一体化充电站在海口投运,https://news.solarbe.com/202101/12/333888.html,海南日报,光储充检修分布式光伏海南光伏市场,2021-01-12
国网：截至2020年底共58GW光伏项目纳入可再生能源补贴目录,https://news.solarbe.com/202101/08/333772.html,国网云平台,可再生能源补贴光伏补贴国网,2021-01-08
国家电投山东营里200MWp光伏项目成功并网发电,https://news.solarbe.com/202101/08/333771.html,国家电投集团中央研究院,国家电投光伏储能光伏电站并网,2021-01-08
福建福州首个综合能源公司光伏项目落户闽侯,https://news.solarbe.com/202101/08/333769.html,福建日报,光伏项目分布式光伏福建光伏市场,2021-01-08
山西国际能源集团签订500MW风光储一体化清洁能源项目,https://news.solarbe.com/202101/07/333745.html,和顺县人民政府,山西国际能源集团风光储项目山西光伏市场,2021-01-07
大唐、国家电投与贵州省赫章县签约110万千瓦光伏投资项目,https://news.solarbe.com/202101/06/333701.html,赫章县政府网,大唐国家电投光伏项目,2021-01-06
国家电投黑龙江分公司安达（二期）200MW光伏项目全容量并网发电,https://news.solarbe.com/202101/06/333688.html,国家电投,国家电投平价项目光伏项目,2021-01-06
互宇数能助力东营昆宇落地东营财金首个光储项目,https://news.solarbe.com/202101/04/333628.html,互宇数能,互宇数能光伏电站储能项目,2021-01-04
总投资1.4亿元！河南省商城县40MW水面光伏项目成功并网,https://news.solarbe.com/202101/04/333618.html,河南日报,光伏电站水面光伏河南光伏市场,2021-01-04
投资6.5亿！广东化州市拟新建150MW复合光伏发电项目,https://news.solarbe.com/202101/04/333614.html,南粤橘城,光伏电站光伏发电广东光伏市场,2021-01-04
投资50亿元！国家电投签约江西会昌1GW光伏发电基地项目,https://news.solarbe.com/202101/04/333611.html,国家电投,国家电投光伏项目光伏发电,2021-01-04
北控清洁能源与江西省万年县订立投资框架协议 拓展江西光伏发电业务,https://news.solarbe.com/202012/31/333552.html,智通财经网,北控清洁能源光伏农光互补示范性发电项目,2020-12-31
广西钦州民海300MW光伏发电平价上网项目顺利并网,https://news.solarbe.com/202012/31/333547.html,中国电建华中院,平价上网光伏项目光伏电站并网,2020-12-31
钦州市钦南区民海300MWp光伏发电平价上网项目首次并网成功,https://news.solarbe.com/202012/31/333548.html,光伏們,中国电建民海新能源平价竞价光伏项目并网,2020-12-31
75GW！！！央企106亿大手笔押注扩产光伏玻璃,https://news.solarbe.com/202012/31/333540.html,上饶日报,光伏玻璃光伏产业中电彩虹,2020-12-31
中广核霍邱县花园镇60MW农光互补光伏项目一次带电成功,https://news.solarbe.com/202012/29/333501.html,霍邱县融媒体中心,中广核光伏电站并网农光互补,2020-12-29
广州发展台山渔光互补三期300MW光伏项目正式开工,https://news.solarbe.com/202012/29/333493.html,光伏們,广州发展渔光互补光伏项目,2020-12-29
总投资3亿美元，VSUN 4GW高效组件+2GW电池产业园落户越南北江,https://news.solarbe.com/202012/28/333469.html,PV-Tech,VSUN高效组件高效电池片,2020-12-28
10GW高效组件项目投产，海源复材正式进军光伏领域,https://news.solarbe.com/202012/28/333467.html,PV-Tech,赛维电源高效组件项目高效组件,2020-12-28
国家能源集团浙江公司30MW光伏项目并网,https://news.solarbe.com/202012/28/333461.html,国家能源集团,光伏电站并网光伏发电项目国家能源集团,2020-12-28
广东区域首个光伏发电项目正式开工建设,https://news.solarbe.com/202012/28/333458.html,中国华电集团有限公司,广东光伏发电光伏项目,2020-12-28
西藏日喀则50MW光储项目并网发电,https://news.solarbe.com/202012/25/333403.html,新华每日电讯,光伏发电项目光储项目光伏电站并网,2020-12-25
总投资210亿元 国电电力与鄂托克旗人民政府签订1GW光伏+2GW风电项目合作协议,https://news.solarbe.com/202012/25/333401.html,鄂托克发布,国电电力光伏项目内蒙古光伏市场,2020-12-25
中国能建签8GW风光水火储一体化项目,https://news.solarbe.com/202012/24/333353.html,中国能建,中国能建光伏项目光伏项目签约,2020-12-24
广东省能源局关于做好可再生能源项目补贴申报及信息管理工作的通知,https://news.solarbe.com/202012/22/333306.html,广东省能源局,可再生能源补贴光伏发电广东光伏市场,2020-12-22
山东烟台公布12月第2批无补贴平价上网光伏发电项目,https://news.solarbe.com/202012/22/333302.html,烟台市发展和改革委员会,平价光伏无补贴光伏项目山东光伏市场,2020-12-22
湖北首个风光一体发电项目投入商业运营,https://news.solarbe.com/202012/21/333293.html,湖北日报,光伏并网风光一体发电项目湖北光伏市场,2020-12-21
隆基青海1GW高效光伏单晶组件制造基地动工,https://news.solarbe.com/202012/19/333245.html,隆基LONGi Solar,隆基股份高效光伏单晶李文学,2020-12-19
三水区发展和改革局关于2020年第十一批居民分布式光伏发电项目备案结果的公告,https://news.solarbe.com/202012/18/333244.html,佛山市三水区发展和改革局,分布式光伏发电光伏项目佛山光伏市场,2020-12-18
国电电力内蒙古250MW新能源光伏项目正式施工建设,https://news.solarbe.com/202012/15/333128.html,国电电力,国电电力光伏项目国家能源集团,2020-12-15
总投资10亿元 安徽芜湖繁昌区签订海螺源网荷储一体化示范项目,https://news.solarbe.com/202012/14/333101.html,芜湖日报,源网荷储储能光伏储能,2020-12-14
总投资238亿元 中国能建1GW风电+5GW光储项目落户内蒙古鄂尔多斯,https://news.solarbe.com/202012/14/333073.html,中国能建规划设计集团,中国能建光储一体化光伏发电,2020-12-14
国家电投、福州钜能电力5GW异质结太阳能电池片项目落户福建莆田市,https://news.solarbe.com/202012/14/333072.html,湄洲日报,异质结电池HIT福建光伏市场,2020-12-14
安徽：合肥市22个重大项目集中开工建设,https://news.solarbe.com/202012/14/333071.html,合肥报业全媒体,合肥光伏光伏项目协鑫高效光伏组件,2020-12-14
内蒙古通威4.5万吨高纯晶硅项目签约仪式成功举行,https://news.solarbe.com/202012/11/333017.html,通威集团,通威集团硅料光伏上市企业,2020-12-11
湖北孚鑫黄石大王镇长龙99MW农光互补光伏电站开工 预计明年6月并网发电,https://news.solarbe.com/202012/10/332973.html,黄石日报,农光互补光伏并网湖北光伏市场,2020-12-10
1.7996MW！新疆公布11月新增并网户用光伏项目名单,https://news.solarbe.com/202012/09/332935.html,国网新疆电力有限公司,户用光伏光伏装机量新疆光伏市场,2020-12-09
蒙东电网11月新增6.15MW户用光伏项目,https://news.solarbe.com/202012/09/332933.html,北极星太阳能光伏网,户用光伏光伏补贴蒙东电网,2020-12-09
投资50亿元！中广核拟投建山西阳泉1GW风光储项目,https://news.solarbe.com/202012/09/332932.html,阳泉日报,中广核储能山西光伏市场,2020-12-09
陕西：大唐礼泉50MW农光互补光伏发电项目并网发电,https://news.solarbe.com/202012/08/332917.html,中国能建,中国能建光伏并网农光互补,2020-12-08
中国能建西北院总承包建设大唐陕西礼泉50MW农光互补光伏发电项目并网发电,https://news.solarbe.com/202012/08/332890.html,规划设计集团,中国能建农光互补光伏发电项目太阳能光伏组件,2020-12-08
100MW！中国能建湖南火电总承包建设惠州汝湖镇光伏复合发电项目开工,https://news.solarbe.com/202012/08/332889.html,湖南火电,中国能建光伏复合发电项目太阳能光伏发电,2020-12-08
特变电工山西省交口县300MW光伏平价项目宣布并网,https://news.solarbe.com/202012/07/332874.html,特变电工,特变电工平价光伏光伏项目,2020-12-07
大唐彬长发电公司50MW光伏竞价项目顺利并网发电,https://news.solarbe.com/202012/05/332828.html,中国电力新闻网,电站并网光伏竞价项目大唐,2020-12-05
德令哈拟建光热配套集热器、储罐、熔盐泵等生产加工装置及配套设施项目,https://news.solarbe.com/202012/05/332827.html,CSPPLAZA光热发电平台,光热发电项目光热产业青海光热市场,2020-12-05
山东沂源县公布2020年度第八批光伏平价上网项目,https://news.solarbe.com/202012/03/332800.html,沂源县发展和改革局,平价上网项目光伏补贴山东光伏市场,2020-12-03
总投资约6亿元 六师一零二团与特变电工新疆新能源签约300MW光伏项目,https://news.solarbe.com/202012/03/332799.html,兵团日报,特变电工光伏项目光伏发电,2020-12-03
北京五棵松冰上运动中心分布式光伏项目顺利并网发电,https://news.solarbe.com/202011/30/332671.html,熊猫国际,分布式光伏光伏并网发电北京光伏市场,2020-11-30
广东佛山高明区2020第十一批个人利用自有住宅建设分布式光伏发电项目备案通告,https://news.solarbe.com/202011/30/332669.html,佛山市高明区发展和改革局,分布式光伏发电项目光伏发电广东光伏市场,2020-11-30
中核160MW 广西金元100MW 广西公布2020第一批平价光伏项目清单,https://news.solarbe.com/202011/30/332663.html,广西发改委,平价光伏平价光伏项目广西光伏市场,2020-11-30
贵州威宁百万光伏二期工程首个送出线路全线完工,https://news.solarbe.com/202011/26/332582.html,貴州日報,光伏电站光伏项目贵州光伏市场,2020-11-26
内蒙古乌拉特中旗光热发电项目顺利完成并网前质监,https://news.solarbe.com/202011/25/332548.html,国家能源局可靠性和质监中心,光热发电光热项目内蒙古光伏市场,2020-11-25
总投资40亿元，旗滨集团光伏玻璃项目在福建漳州东山签约落户,https://news.solarbe.com/202011/25/332519.html,苏大光伏校友会,旗滨集团光伏玻璃项目,2020-11-25
总投资约60亿元 四川雷波县与三峡集团签署800MW光伏、风电项目,https://news.solarbe.com/202011/23/332482.html,雷波县人民政府,三峡集团光伏项目四川光伏市场,2020-11-23
“能并尽并”！山西大力支持2020年度新能源发电项目并网接入,https://news.solarbe.com/202011/20/332426.html,山西能源监管办,新能源发电光伏并网山西光伏市场光伏辉煌起点,2020-11-20
国家电投收购墨西哥81.8万千瓦清洁能源项目,https://news.solarbe.com/202011/20/332414.html,国家电投集团,国家电投中电国际光伏企业,2020-11-20
总投资16.4亿元的光伏项目落户新疆乌什,https://news.solarbe.com/202011/20/332404.html,乌什零距离,光伏项目光伏发电新疆光伏市场,2020-11-20
2020甘肃首座74MW光伏发电项目并网成功,https://news.solarbe.com/202011/19/332379.html,北极星太阳能光伏网,中节能光伏项目并网,2020-11-19
华电宁夏公司永宁150MW光伏平价项目获备案批复,https://news.solarbe.com/202011/17/332332.html,华电集团,华电光伏备平价项目国企,2020-11-17
华润海原尖尖山30MWp光伏复合项目开工,https://news.solarbe.com/202011/17/332330.html,甘肃一建集团,光伏项目光伏项目EPC光伏发电,2020-11-17
地方贡献权重35%+！榆林市就新能源项目开发管理征求意见,https://news.solarbe.com/202011/16/332295.html,榆林市发改委,能源项目光伏项目陕西光伏市场光伏辉煌起点,2020-11-16
山东省淄博市淄川区公布2020第十次光伏平价上网项目名单,https://news.solarbe.com/202011/16/332288.html,淄川区人民政府,光伏平价上网光伏项目山东光伏市场,2020-11-16
15个项目超2GW！国网公示最新可再生能源补贴清单,https://news.solarbe.com/202011/15/332265.html,北极星太阳能光伏,国家电网可再生能源光伏项目,2020-11-15
国家电投清河发电与铁岭市清河区签订“风光火储一体化”示范项目战略合作协议,https://news.solarbe.com/202011/13/332251.html,清河区人民政府,国家电投风光火储一体化辽宁光伏市场,2020-11-13
云南通威4万吨高纯晶硅项目开工,https://news.solarbe.com/202011/13/332233.html,保山广播电视台,通威硅料高纯晶硅,2020-11-13
甘州区举行龙源（张掖）新能源发展有限公司40兆瓦光伏发电项目开工仪式,https://news.solarbe.com/202011/12/332190.html,网易,光伏项目光伏项目开工国电龙源,2020-11-12
钟山区海发农业光伏电站 即将竣工并网发电,https://news.solarbe.com/202011/12/332188.html,六盘水日报,光伏发电农光互补项目,2020-11-12
蒋巷镇三洞湖渔光互补光伏发电项目全部集电线路并网发电,https://news.solarbe.com/202011/12/332183.html,中国电力新闻网,光伏发电渔光互补项目江西光伏市场,2020-11-12
阿特斯嘉兴高效组件生产基地一期项目投产,https://news.solarbe.com/202011/11/332172.html,浙江新闻客户端,阿特斯高效组件光伏组件,2020-11-11
光伏配储能又有新进展！这8个项目入选能源局首批科技创新（储能）试点示范项目！,https://news.solarbe.com/202011/11/332166.html,光伏头条,光伏项目光伏储能光伏发电,2020-11-11
伊金霍洛旗人民政府与江苏大烨智能签订光伏项目投资框架协议,https://news.solarbe.com/202011/11/332163.html,伊金霍洛旗融媒体中心,光伏项目光伏制氢内蒙古光伏市场,2020-11-11
总投资约9亿元 山东滕州150MW农光互补项目有序建设中,https://news.solarbe.com/202011/11/332161.html,大众日报,农光互补地面光伏电站山东光伏市场,2020-11-11
国家能源局公示首批科技创新（储能）试点示范项目,https://news.solarbe.com/202011/10/332128.html,国家能源局,国家能源局光伏储能科技创新,2020-11-10
新疆华电鄯善90兆瓦光伏项目开工 采用440瓦单晶硅组件,https://news.solarbe.com/202011/10/332125.html,中国环境报,华电光伏电站光伏项目,2020-11-10
江西10月新增户用光伏项目16.6MW,https://news.solarbe.com/202011/10/332124.html,国网江西,户用光伏光伏补贴江西光伏市场,2020-11-10
国投电力拟于贵州平塘县投建1GW光伏、风电项目,https://news.solarbe.com/202011/10/332099.html,光伏們,国投电力光伏发电项目新能源项目开发,2020-11-10
安陆陈店大型农光互补光伏发电项目全面施工,https://news.solarbe.com/202011/10/332098.html,潇湘晨报,光伏发电农光互补湖北光伏市场,2020-11-10
湖北省安陆陈店大型农光互补光伏发电项目全面施工,https://news.solarbe.com/202011/09/332082.html,潇湘晨报,光伏电站农光互补光伏发电,2020-11-09
19.75MW 广东电网公布第八批并网投运户用光伏项目,https://news.solarbe.com/202011/09/332081.html,广东电网,户用光伏光伏项目广东光伏市场,2020-11-09
透明背板替代光伏玻璃？组件厂商正在着手测试,https://news.solarbe.com/202011/09/332080.html,证券时报,光伏组件光伏背板光伏企业,2020-11-09
浙江永康公布2019年度分布式光伏发电项目财政拟补助名单,https://news.solarbe.com/202011/09/332079.html,永康市发展和改革局,分布式光伏光伏补贴浙江光伏市场,2020-11-09
智利将建设925MW光伏项目,https://news.solarbe.com/202011/06/332010.html,光伏盒子,光伏项目光伏发电智利光伏市场,2020-11-06
华能德州丁庄水库光伏发电项目开工,https://news.solarbe.com/202011/06/332001.html,德州新闻网,华能水库光伏发电项目,2020-11-06
天能重工拟投建内蒙500MW光伏+1GW风电项目,https://news.solarbe.com/202011/06/331998.html,北极星太阳能光伏网,天能重工光伏项目光伏项目开发,2020-11-06
适配210硅片生产线，京运通拟70亿元投建24GW单晶硅片项目,https://news.solarbe.com/202011/05/331951.html,光伏們,京运通单晶拉棒项目单晶切方项目,2020-11-05
晶科电力与贵州平塘县签订200MWp农光互补电站投资框架协议,https://news.solarbe.com/202011/04/331941.html,平塘县融媒体中心,晶科电力光伏电站投资光伏,2020-11-04
西北电建签约宁夏海原高崖光伏复合发电项目B标段工程,https://news.solarbe.com/202011/04/331901.html,中国电力新闻网,光伏发电中国能建光伏复合发电项目,2020-11-04
广东连州市西江镇高山100MW农业光伏发电项目开工,https://news.solarbe.com/202011/03/331893.html,光伏們,光伏项目农光互补广州光伏市场,2020-11-03
贵州金元与云南省镇康县签订1.47GW新能源项目,https://news.solarbe.com/202011/03/331889.html,镇康县人民政府,光伏项目光伏发电甘肃光伏市场,2020-11-03
河北督促光伏竞价转平价上网项目尽快建成并网,https://news.solarbe.com/202011/03/331884.html,河北新闻网,河北光伏发电光伏项目,2020-11-03
总投资167亿元 阿拉善签约2GW风光储热多能互补综合能源项目,https://news.solarbe.com/202011/02/331837.html,阿拉善日报,风光储热一体化多能互补内蒙古光伏市场,2020-11-02
总净资产1.28亿 中广核太阳能转让六家分布式光伏项目公司100%股权,https://news.solarbe.com/202011/02/331832.html,北京产权交易所,中广核太阳能分布式光伏光伏电站交易,2020-11-02
投资25亿！金晶科技太阳能光伏轻质面板项目落户宁夏,https://news.solarbe.com/202010/31/331824.html,OFweek太阳能光伏网,石嘴山市宁夏金晶科技,2020-10-31
华电嘉峪关一期光伏组件能效提升改造项目2次公告,https://news.solarbe.com/202010/30/331805.html,华电集团电子商务平台,光伏电站技改光伏组件华电,2020-10-30
1.03GW、43个光伏项目，国网新能源云公示新一批可再生能源发电补贴项目清单,https://news.solarbe.com/202010/29/331776.html,光伏們,光伏项目光伏补贴光伏集中式项目,2020-10-29
总投资5亿元 恩利能源及储能电池2GWh量产项目有意落地甘肃,https://news.solarbe.com/202010/28/331743.html,甘肃工信厅,储能电池储能系统恩力能源,2020-10-28
首都机场上线光伏+储能+应用一体化示范项目,https://news.solarbe.com/202010/28/331741.html,中国民航报,光伏储能水面光伏项目首都机场,2020-10-28
四川会理县人民政府关于启动会理县普隆村一期30MW光伏电站项目土地征收工作的通告,https://news.solarbe.com/202010/28/331738.html,会理县政府办公室,光伏电站光伏用地四川光伏市场,2020-10-28
广东火电承建葵潭农场200MW光伏复合项目开工,https://news.solarbe.com/202010/28/331737.html,中国电力新闻网,广东火电光伏发电项目光伏电站,2020-10-28
国家电投首个渔光互补配套储能项目并网,https://news.solarbe.com/202010/28/331729.html,融合租赁,储能项目储能系统光伏储能,2020-10-28
广东：光伏竞价转平价上网项目共135个 总规模约193万千瓦,https://news.solarbe.com/202010/28/331721.html,国际能源网,光伏竞价转平价光伏项目平价光伏,2020-10-28
2020年浙江富阳区工业企业光伏发电项目拟补贴资金公示,https://news.solarbe.com/202010/28/331716.html,富阳区经信局,光伏补贴分布式光伏浙江光伏市场,2020-10-28
2.04GW！国网公示最新可再生能源发电补贴项目清单,https://news.solarbe.com/202010/28/331715.html,北极星太阳能光伏网,可再生能源补贴光伏补贴光伏项目,2020-10-28
淄博市博山区发展和改革局公布博山区2020光伏平价上网项目,https://news.solarbe.com/202010/27/331677.html,山东省淄博市博山区发展和改革局,平价光伏光伏项目山东光伏市场,2020-10-27
黄州区推进赵家潭120MW渔光互补光伏发电项目,https://news.solarbe.com/202010/27/331667.html,黄岗日报,渔光互补光伏发电项目湖北光伏市场,2020-10-27
清远：建设两个农光互补光伏发电站 项目总投资6亿,https://news.solarbe.com/202010/27/331666.html,南粤特搜,农光互补光伏电站广东光伏市场,2020-10-27
总投资6.9亿元！日喀则光伏储能示范项目成功并网发电,https://news.solarbe.com/202010/26/331606.html,凤凰网,光伏储能示范项目并网发电西藏光伏市场,2020-10-26
内蒙古包头市4个亿元以上重点光伏项目年内竣工,https://news.solarbe.com/202010/22/331529.html,内蒙古自治区人民政府网,内蒙古光伏市场光伏项目,2020-10-22
田东县2020右江鱼梁库区里拉沟水面30MWP光伏电站收益分配方案,https://news.solarbe.com/202010/22/331526.html,广西百色田东县人民政府,广西光伏市场光伏项目水面光伏,2020-10-22
27GW组件，24GW逆变器，23.7GW光伏EPC Q1-Q3国企大单花落谁家？,https://news.solarbe.com/202010/22/331506.html,索比光伏网,光伏发电光伏项目中广核,2020-10-22
共同开发4.5GW光伏项目！北美能源开发商EDF与Geenex达成合作协议,https://news.solarbe.com/202010/21/331480.html,光伏盒子,光伏项目北美能源集团GeenexSolar,2020-10-21
迪拜五期900兆瓦光伏项目有序推进,https://news.solarbe.com/202010/21/331465.html,上海电气电站集团,迪拜光伏项目升压站,2020-10-21
蒙能100MW光伏发电项目投产,https://news.solarbe.com/202010/20/331432.html,正北方网,蒙能集团光伏发电项目光伏发电,2020-10-20
国家能源集团江西公司首个光伏发电项目正式开工建设,https://news.solarbe.com/202010/19/331410.html,江西公司,国家能源集团光伏项目江西光伏市场,2020-10-19
换种方式储存太阳能！国内首个太阳燃料合成示范项目通过验收,https://news.solarbe.com/202010/19/331402.html,央视新闻,光伏制氢太阳能燃料光伏电站,2020-10-19
